Respondent_Serial,brand,OSAT,Food looks appetizing,Has food that tastes good,Has food I crave,Provides the right proportions of ingredients,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Is making changes to improve their food,"Has a unique, distinctive approach that makes food better",Has a wide range of ingredients,Portions are the right size for my appetite,Has good environmental/sustainability practices,Is worth the price,Is something I can afford to eat regularly,Is competitively priced,Is a good value for the money,Has enticing promotional offers,Has a good loyalty program,Employees show care for my food/order,Provides fast service,Ordering is simple and easy,Employees are friendly and engaging,Level of visibility of my food being made,I’m able to make my order exactly how I would like it,Provides a consistent experience,Integrates technology into its ordering process,Food is easy to eat on-the-go,I can easily order for delivery to a location convenient to me,Food prep area is clean and organized,Restaurant is clean,Environment is warm and inviting,Decor is current and modern,Restaurant environment is designed for someone like me,Restaurant has curb appeal,Ingredients are fresh,Ingredients are high quality,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,They make me feel valued,Place I am happy to be seen
23028,Jimmy Johns,3,5.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,4.0,7.0,5.0,4.0,7.0,5.0,4.0,6.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,6.0,7.0,7.0,4.0,7.0,5.0,7.0,5.0
23028,McDonalds,6,7.0,7.0,6.0,4.0,5.0,7.0,4.0,7.0,7.0,5.0,2.0,6.0,5.0,7.0,4.0,6.0,7.0,6.0,7.0,3.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,5.0,5.0
23029,Firehouse Subs,6,5.0,5.0,6.0,7.0,6.0,5.0,7.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,5.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,3.0,4.0,5.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0
23029,McDonalds,6,4.0,7.0,6.0,7.0,4.0,7.0,5.0,6.0,6.0,6.0,7.0,4.0,5.0,5.0,7.0,6.0,6.0,5.0,7.0,5.0,7.0,7.0,6.0,7.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,6.0
23030,Jimmy Johns,4,5.0,7.0,7.0,5.0,4.0,6.0,6.0,7.0,5.0,7.0,4.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,7.0,7.0,5.0,3.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0
23030,McDonalds,4,6.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,4.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,5.0,7.0,4.0,7.0,5.0,6.0,7.0,7.0,4.0,6.0,7.0,7.0,4.0
23032,Firehouse Subs,3,7.0,5.0,7.0,7.0,6.0,7.0,2.0,5.0,6.0,6.0,6.0,7.0,7.0,4.0,6.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,4.0,5.0,6.0,7.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,3.0,7.0,7.0,6.0,7.0,5.0,5.0
23032,McDonalds,5,6.0,7.0,5.0,7.0,7.0,7.0,4.0,7.0,4.0,6.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,6.0,7.0,7.0,,6.0,6.0,7.0,5.0,5.0,7.0,4.0,7.0,2.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,5.0,5.0,6.0
23034,Jimmy Johns,5,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0,5.0,4.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0
23034,McDonalds,6,5.0,6.0,7.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,7.0
23035,Chipotle,5,6.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,5.0,3.0,7.0,6.0,4.0,6.0,5.0,4.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0
23035,Jimmy Johns,6,6.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0
23037,Chipotle,6,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0,5.0
23037,Panera,5,6.0,6.0,5.0,5.0,3.0,7.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,4.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0
23039,Jimmy Johns,5,4.0,7.0,3.0,7.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0
23039,McDonalds,6,7.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,7.0,5.0
23042,Firehouse Subs,5,6.0,6.0,7.0,5.0,6.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0
23042,Jimmy Johns,6,6.0,5.0,5.0,7.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0
23043,Jimmy Johns,6,7.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0
23043,McDonalds,5,6.0,6.0,5.0,6.0,5.0,7.0,6.0,3.0,7.0,6.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0
23044,Jersey Mikes,5,7.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,6.0,3.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0
23044,Panera,6,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0
23045,Firehouse Subs,5,6.0,5.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,7.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
23045,Jersey Mikes,6,6.0,5.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0,7.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0
23046,Jimmy Johns,6,6.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,5.0,7.0,5.0,4.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0
23046,Panera,5,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,6.0,7.0,5.0,5.0
23061,Chipotle,6,6.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,7.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0
23061,Panera,6,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,,6.0,6.0,7.0,7.0,7.0
23062,Chipotle,6,7.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,7.0,,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
23062,Jersey Mikes,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,5.0,6.0,6.0,7.0,5.0
23063,Jersey Mikes,6,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0
23063,Panera,6,6.0,7.0,7.0,6.0,,5.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0
23064,Subway,6,7.0,7.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,6.0
23064,Panera,6,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0
23065,Jersey Mikes,6,7.0,6.0,6.0,7.0,6.0,6.0,7.0,,6.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0
23065,Panera,6,5.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,7.0
23066,Subway,6,7.0,6.0,7.0,,7.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0
23066,Jersey Mikes,6,7.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,6.0
23067,Subway,6,6.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,7.0,5.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,5.0
23067,Chipotle,6,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0
23068,Subway,5,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,7.0,6.0,5.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0
23068,Chipotle,6,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,5.0,,6.0,7.0,7.0,6.0,6.0,6.0
23071,Chipotle,6,7.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,5.0,7.0,6.0,6.0,,6.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0
23071,Firehouse Subs,6,6.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,5.0,5.0,6.0,5.0,7.0,6.0,7.0,5.0,7.0,6.0,5.0,6.0,7.0,6.0
23072,Subway,6,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,5.0,6.0,5.0,6.0,7.0,7.0,7.0
23072,Firehouse Subs,6,7.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,7.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0
23073,Subway,6,7.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,7.0
23073,Firehouse Subs,6,6.0,6.0,,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0
23074,Subway,6,7.0,7.0,6.0,5.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0
23074,Panera,6,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,,6.0,6.0
23075,Firehouse Subs,6,6.0,5.0,6.0,7.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0
23075,McDonalds,6,6.0,,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
23076,Subway,6,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,,7.0,5.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0
23076,Jersey Mikes,6,5.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,5.0,7.0,6.0,7.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0
23078,Chipotle,5,5.0,7.0,5.0,6.0,7.0,6.0,5.0,7.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0
23078,Jimmy Johns,6,6.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,,6.0,5.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0
23086,Jersey Mikes,5,5.0,6.0,5.0,7.0,5.0,5.0,6.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0
23086,McDonalds,5,5.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0
23090,Firehouse Subs,5,7.0,6.0,7.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,6.0,6.0,5.0,7.0,7.0,7.0,5.0,6.0,6.0
23090,McDonalds,5,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,5.0,7.0
23092,Jersey Mikes,5,6.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,7.0
23092,McDonalds,5,5.0,6.0,5.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0
23094,McDonalds,5,6.0,6.0,7.0,6.0,5.0,5.0,7.0,5.0,6.0,5.0,7.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,5.0,6.0,7.0,7.0
23094,Panera,5,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,5.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0
23099,Firehouse Subs,6,7.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,7.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,7.0,5.0,7.0,6.0,5.0,6.0,5.0,6.0,7.0,7.0
23099,Jersey Mikes,5,6.0,7.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,5.0,7.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,7.0
23131,Subway,7,5.0,5.0,7.0,7.0,4.0,6.0,5.0,6.0,6.0,4.0,4.0,7.0,6.0,4.0,6.0,7.0,6.0,5.0,5.0,,4.0,,7.0,6.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,5.0,6.0,6.0,7.0
23131,Jimmy Johns,5,5.0,6.0,6.0,7.0,6.0,7.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,5.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0
23133,Chipotle,6,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0
23133,Firehouse Subs,6,6.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0,7.0,6.0,5.0,7.0,5.0,,5.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,5.0,6.0
23134,Subway,6,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0,7.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0
23134,Jimmy Johns,6,,6.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,7.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0
23135,Chipotle,6,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,7.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0
23135,Jimmy Johns,6,7.0,6.0,6.0,5.0,6.0,5.0,7.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,,5.0,6.0,6.0,5.0,7.0,5.0,5.0,6.0
23136,Chipotle,6,6.0,5.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,6.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0
23136,Jimmy Johns,6,6.0,6.0,5.0,,5.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,5.0,6.0,7.0
23137,Subway,6,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,7.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0,5.0,7.0,6.0,6.0,5.0,5.0,6.0
23137,Chipotle,6,7.0,5.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,,6.0,6.0,7.0,6.0,5.0,7.0,5.0,6.0,7.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0
23139,Chipotle,6,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,5.0,6.0,5.0
